canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
tripwalk,4,butterfly,compound,,quantum,Quantum-modifier butterfly.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Quantum Butterfly'; math quantum(+1)+butterfly(3)=4; pt10 quantum=+1
legeater,3,pickup,compound,,quantum,Quantum-modifier pickup.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Quantum Pickup'; math quantum(+1)+pickup(2)=3; pairs with Wave-1 paste at 3 ADD
spinal tap,5,torque,compound,,tapping,Tapping-modifier torque.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Tapping Torque'; math tapping(+1)+torque(4)=5; pt3 tapping distinct; pt11 torque=Miraging Osis
assassin,4,mirage,compound,,pixie|ducking,Pixie-and-ducking modified mirage.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Pixie Ducking Mirage' + PB 'Pixie Ducking far Mirage' (far=+0); math pixie(+1)+ducking(+1)+mirage(2)=4; multi-source FM+PB
mantis,4,eggbeater,compound,,gyro,Gyro-modifier eggbeater.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Gyro Eggbeater' + PB 'Spinning near Eggbeater' (near=+0); math gyro(+1)+eggbeater(3)=4; multi-source FM+PB; Red 2026-05-15 ratified 'gyro' operator vocab
nova,4,double-leg-over,compound,,symposium,Symposium-modifier double-leg-over.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Symposium Double Legover' + PB 'Symp. DLO'; math symposium(+1)+DLO(3)=4; multi-source FM+PB
tapdown,4,butterfly,compound,,tapping,Tapping-modifier butterfly.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Tapping Butterfly'; math tapping(+1)+butterfly(3)=4; FM-only (PB silent); Red 2026-05-15 pt3 tapping=+1; companion to spinal-tap
big apple,6,torque,compound,,gyro|symposium,Gyro-and-symposium modified torque.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Gyro Symposium Torque' + PB short reading 'Symp. Mobius' (mobius unfolds to gyro torque); math gyro(+1)+symposium(+1)+torque(4)=6; multi-source FM+PB
rake,2,,,,,Rake trick.,expert_reviewed,1,"James-locked activation 2026-05-19: 2 ADD per curator-locked swing-element doctrine. Direction-variant of pendulum (Sprint 5): rake = swing > toe (vs pendulum = toe > swing); identical arithmetic, reversed element order. FootbagMoves lists rake at 3 ADD; IFPA treats it as 2 — Red review pending."
orbit,2,,dex,reverse around-the-world|reverse atw|rev-atw|ratw,,Reverse full-orbit dex.,expert_reviewed,1,"James-locked activation 2026-05-19 per CORE-ATOM-CANONICAL-RECONCILE-1 (2026-05-15): orbit is one of the 12 core atoms. ADD=2 same as ATW per Red 2026-05-11 reverse=+0 ruling. Op-notation 'toe > ss(midtime) out dex > ss toe' already shipped on /freestyle landing surface (freestyleLandingContent.ts). Aliases: reverse around-the-world, reverse atw, rev-atw, ratw — all consolidated under orbit as part of the same-day legacy-row deactivation (was a duplicate canonical row in tricks.csv prior to 2026-05-19)."
blizzard,3,illusion,compound,,,Stepping-far illusion (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22 (audit-validated). Per workbook curator-published formula stepping(+1) + illusion(2) = 3 ADD. Source: PassBack dictionary."
blaze,3,mirage,compound,,,Whirling-modified mirage (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: whirling(+1) + mirage(2) = 3 ADD. Source: PassBack dictionary. Whirling operator settled per Movement System axes 2026-05-18."
bedwetter,4,eggbeater,compound,,,Stepping-modified eggbeater (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: stepping(+1) + eggbeater(3) = 4 ADD. Eggbeater per pt4 = atomic legover. Source: PassBack dictionary."
sole-survivor,5,whirl,compound,,,Spinning + symposium whirl (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + symposium(+1) + whirl(3) = 5 ADD. Source: PassBack dictionary."
spinning-paradox-mirage,4,mirage,compound,,,Spinning paradox mirage (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + mirage(2) = 4 ADD. Source: footbag.org /newmoves — Paradox Moves listing."
spinning-paradox-illusion,4,illusion,compound,,,Spinning paradox illusion (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + illusion(2) = 4 ADD. Source: footbag.org /newmoves."
spinning-paradox-whirl,5,whirl,compound,,,Spinning paradox whirl (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + whirl(3) = 5 ADD. Source: footbag.org /newmoves."
paradox-double-leg-over,4,double-leg-over,compound,paradox dlo,,Paradox dlo (FB.org: paradox mirage with extra legover at the end).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + dlo(3) = 4 ADD. Source: footbag.org /newmoves — described as ""paradox mirage with an extra leg over at the end""."
paradox-barrage,4,barrage,compound,,,Paradox barrage (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + barrage(3) = 4 ADD. Barrage operator settled by pt12 (SS=+0). Source: footbag.org /newmoves."
paradox-symposium-mirage,4,mirage,compound,,,Paradox symposium mirage (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + symposium(+1) + mirage(2) = 4 ADD. Source: footbag.org /newmoves."
paradox-high-plains-drifter,5,high-plains-drifter,compound,paradox double drifter,,Paradox HPD (FB.org alias Paradox Double Drifter).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + high-plains-drifter(4) = 5 ADD. HPD pt11 = miraging clipper. Source: footbag.org /newmoves; alias Paradox Double Drifter."
spinning-paradox-blender,6,blender,compound,,,Spinning paradox blender (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + blender(4) = 6 ADD. Blender pt11 = whirling osis (rotational base). Source: footbag.org /newmoves."
stepping-ducking-paradox-blender,7,blender,compound,,,Triple-operator stack on blender (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: stepping(+1) + ducking(+1) + paradox(+1) + blender(4) = 7 ADD. Source: footbag.org /newmoves."
paradox-blizzard,4,blizzard,compound,,,Paradox + blizzard composite (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22 (stepwise dependent on blizzard canonicalization in same slice). Curator-published formula: paradox(+1) + blizzard(3) = 4 ADD."
blurrage,4,barrage,compound,,,Stepping-modified barrage (PassBack folk-name).,expert_reviewed,1,"Wave 7 doctrine-divergence pilot 2026-05-23: PassBack source claims 3 ADD; IFPA-grammar derivation yields 4 ADD via stepping(+1) + barrage(3). Published canonical = 4 (IFPA-derived); PB-source divergence documented in DOCTRINE_DIVERGENCE_REGISTRY (historical-divergence category, linked to Red Q7). First registered row of the doctrine-divergence framework."
predator,4,double-leg-over,compound,,,Atomic-modified dlo (PassBack folk-name).,expert_reviewed,1,"Wave 7 doctrine-divergence pilot 2026-05-23: PassBack source claims 3 ADD; IFPA-grammar derivation yields 4 ADD via atomic(+1 non-rotational) + dlo(3). Published canonical = 4; PB-source divergence documented in DOCTRINE_DIVERGENCE_REGISTRY (historical-divergence; possibly pt10 implicit-paradox-atomic per Red Q7)."
schmoe,3,legover,compound,,,Stepping-modified legover (PassBack folk-name).,expert_reviewed,1,"Wave 7 doctrine-divergence pilot 2026-05-23: PassBack source claims 2 ADD; IFPA-grammar derivation yields 3 ADD via stepping(+1) + legover(2). Published canonical = 3; PB-source divergence documented in DOCTRINE_DIVERGENCE_REGISTRY (historical-divergence; Red Q7 pattern)."
