canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
scrambled eggbeater,3,pickup,compound,,atomic,Atomic-modified pickup.,expert_reviewed,1,"FM Wave-1 canonical 2026-05-10: FM tech 'Atomic Pickup'; math atomic(+1)+pickup(2)=3; 1 IFPA record holder"
matador,5,butterfly,compound,,nuclear,Nuclear-modifier butterfly.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Nuclear Butterfly'; math nuclear(+2)+butterfly(3)=5; held back from Wave-1 for media-link opportunity
phoenix,5,butterfly,compound,,pixie|ducking,Pixie-and-ducking modified butterfly.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Pixie Ducking Butterfly'; math pixie(+1)+ducking(+1)+butterfly(3)=5; 3-modifier compound
mind bender,6,blender,compound,,ducking|paradox,Ducking-and-paradox modified blender.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Ducking Paradox Blender'; math ducking(+1)+paradox(+1)+blender(4)=6; pairs with Wave-1 spender at 6 ADD
tripwalk,4,butterfly,compound,,quantum,Quantum-modifier butterfly.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Quantum Butterfly'; math quantum(+1)+butterfly(3)=4; pt10 quantum=+1
legeater,3,pickup,compound,,quantum,Quantum-modifier pickup.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Quantum Pickup'; math quantum(+1)+pickup(2)=3; pairs with Wave-1 paste at 3 ADD
spinal tap,5,torque,compound,,tapping,Tapping-modifier torque.,expert_reviewed,1,FM Wave-2 Tier-1 canonical 2026-05-11: FM tech 'Tapping Torque'; math tapping(+1)+torque(4)=5; pt3 tapping distinct; pt11 torque=Miraging Osis
assassin,4,mirage,compound,,pixie|ducking,Pixie-and-ducking modified mirage.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Pixie Ducking Mirage' + PB 'Pixie Ducking far Mirage' (far=+0); math pixie(+1)+ducking(+1)+mirage(2)=4; multi-source FM+PB
mantis,4,eggbeater,compound,,gyro,Gyro-modifier eggbeater.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Gyro Eggbeater' + PB 'Spinning near Eggbeater' (near=+0); math gyro(+1)+eggbeater(3)=4; multi-source FM+PB; Red 2026-05-15 ratified 'gyro' operator vocab
nova,4,double-leg-over,compound,,symposium,Symposium-modifier double-leg-over.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Symposium Double Legover' + PB 'Symp. DLO'; math symposium(+1)+DLO(3)=4; multi-source FM+PB
tapdown,4,butterfly,compound,,tapping,Tapping-modifier butterfly.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Tapping Butterfly'; math tapping(+1)+butterfly(3)=4; FM-only (PB silent); Red 2026-05-15 pt3 tapping=+1; companion to spinal-tap
big apple,6,torque,compound,,gyro|symposium,Gyro-and-symposium modified torque.,expert_reviewed,1,FM Slice X Path B pilot canonical 2026-05-17: FM tech 'Gyro Symposium Torque' + PB short reading 'Symp. Mobius' (mobius unfolds to gyro torque); math gyro(+1)+symposium(+1)+torque(4)=6; multi-source FM+PB
rake,2,,,,,Rake trick.,expert_reviewed,1,"James-locked activation 2026-05-19: 2 ADD per curator-locked swing-element doctrine. Direction-variant of pendulum (Sprint 5): rake = swing > toe (vs pendulum = toe > swing); identical arithmetic, reversed element order. FootbagMoves lists rake at 3 ADD; IFPA treats it as 2 — Red review pending."
orbit,2,,dex,reverse around-the-world|reverse atw|rev-atw|ratw,,Reverse full-orbit dex.,expert_reviewed,1,"James-locked activation 2026-05-19 per CORE-ATOM-CANONICAL-RECONCILE-1 (2026-05-15): orbit is one of the 12 core atoms. ADD=2 same as ATW per Red 2026-05-11 reverse=+0 ruling. Op-notation 'toe > ss(midtime) out dex > ss toe' already shipped on /freestyle landing surface (freestyleLandingContent.ts). Aliases: reverse around-the-world, reverse atw, rev-atw, ratw — all consolidated under orbit as part of the same-day legacy-row deactivation (was a duplicate canonical row in tricks.csv prior to 2026-05-19)."
blizzard,3,illusion,compound,,,Stepping-far illusion (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22 (audit-validated). Per workbook curator-published formula stepping(+1) + illusion(2) = 3 ADD. Source: PassBack dictionary."
blaze,3,mirage,compound,,,Whirling-modified mirage (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: whirling(+1) + mirage(2) = 3 ADD. Source: PassBack dictionary. Whirling operator settled per Movement System axes 2026-05-18."
bedwetter,4,eggbeater,compound,,,Stepping-modified eggbeater (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: stepping(+1) + eggbeater(3) = 4 ADD. Eggbeater per pt4 = atomic legover. Source: PassBack dictionary."
sole-survivor,5,whirl,compound,,,Spinning + symposium whirl (PassBack folk-name).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + symposium(+1) + whirl(3) = 5 ADD. Source: PassBack dictionary."
spinning-paradox-mirage,4,mirage,compound,,,Spinning paradox mirage (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + mirage(2) = 4 ADD. Source: footbag.org /newmoves — Paradox Moves listing."
spinning-paradox-illusion,4,illusion,compound,,,Spinning paradox illusion (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + illusion(2) = 4 ADD. Source: footbag.org /newmoves."
spinning-paradox-whirl,5,whirl,compound,,,Spinning paradox whirl (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + whirl(3) = 5 ADD. Source: footbag.org /newmoves."
paradox-double-leg-over,4,double-leg-over,compound,paradox dlo,,Paradox dlo (FB.org: paradox mirage with extra legover at the end).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + dlo(3) = 4 ADD. Source: footbag.org /newmoves — described as ""paradox mirage with an extra leg over at the end""."
paradox-barrage,4,barrage,compound,,,Paradox barrage (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + barrage(3) = 4 ADD. Barrage operator settled by pt12 (SS=+0). Source: footbag.org /newmoves."
paradox-symposium-mirage,4,mirage,compound,,,Paradox symposium mirage (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + symposium(+1) + mirage(2) = 4 ADD. Source: footbag.org /newmoves."
paradox-high-plains-drifter,5,high-plains-drifter,compound,paradox double drifter,,Paradox HPD (FB.org alias Paradox Double Drifter).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: paradox(+1) + high-plains-drifter(4) = 5 ADD. HPD pt11 = miraging clipper. Source: footbag.org /newmoves; alias Paradox Double Drifter."
spinning-paradox-blender,6,blender,compound,,,Spinning paradox blender (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: spinning(+1) + paradox(+1) + blender(4) = 6 ADD. Blender pt11 = whirling osis (rotational base). Source: footbag.org /newmoves."
stepping-ducking-paradox-blender,7,blender,compound,,,Triple-operator stack on blender (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22. Curator-published formula: stepping(+1) + ducking(+1) + paradox(+1) + blender(4) = 7 ADD. Source: footbag.org /newmoves."
paradox-blizzard,4,blizzard,compound,,,Paradox + blizzard composite (FB.org /newmoves 2003).,expert_reviewed,1,"Wave 5 observational→canonical promotion 2026-05-22 (stepwise dependent on blizzard canonicalization in same slice). Curator-published formula: paradox(+1) + blizzard(3) = 4 ADD."
blurrage,4,barrage,compound,,,Stepping-modified barrage (PassBack folk-name).,expert_reviewed,1,"Wave 7 doctrine-divergence pilot 2026-05-23: PassBack source claims 3 ADD; IFPA-grammar derivation yields 4 ADD via stepping(+1) + barrage(3). Published canonical = 4 (IFPA-derived); PB-source divergence documented in DOCTRINE_DIVERGENCE_REGISTRY (historical-divergence category, linked to Red Q7). First registered row of the doctrine-divergence framework."
predator,4,double-leg-over,compound,,,Atomic-modified dlo (PassBack folk-name).,expert_reviewed,1,"Wave 7 doctrine-divergence pilot 2026-05-23: PassBack source claims 3 ADD; IFPA-grammar derivation yields 4 ADD via atomic(+1 non-rotational) + dlo(3). Published canonical = 4; PB-source divergence documented in DOCTRINE_DIVERGENCE_REGISTRY (historical-divergence; possibly pt10 implicit-paradox-atomic per Red Q7)."
schmoe,3,legover,compound,,,Stepping-modified legover (PassBack folk-name).,expert_reviewed,1,"Wave 7 doctrine-divergence pilot 2026-05-23: PassBack source claims 2 ADD; IFPA-grammar derivation yields 3 ADD via stepping(+1) + legover(2). Published canonical = 3; PB-source divergence documented in DOCTRINE_DIVERGENCE_REGISTRY (historical-divergence; Red Q7 pattern)."
symposium-eggbeater,4,eggbeater,compound,,,Symposium Eggbeater (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: symposium(+1) + eggbeater(3) = 4 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
stepping-eggbeater,4,eggbeater,compound,,,Stepping Eggbeater (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: stepping(+1) + eggbeater(3) = 4 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
atomic-illusion,3,illusion,compound,,,Atomic Illusion (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: atomic(+1 non-rotational) + illusion(2) = 3 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
quantum-illusion,3,illusion,compound,toe blizzard,,Quantum Illusion (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: quantum(+1) + illusion(2) = 3 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand). Toe Blizzard alias added 2026-05-25 (pre-Adrian deferred-candidate promotion): Toe Blizzard = Quantum Illusion per Red pt2 EQUIVALENCE ruling; fb.org parenthetical confirms. Alias display text uses space form (`toe blizzard`) per sibling convention."
tapping-illusion,3,illusion,compound,,,Tapping Illusion (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: tapping(+1) + illusion(2) = 3 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
quantum-mirage,3,mirage,compound,toe blur,,Quantum Mirage (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: quantum(+1) + mirage(2) = 3 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand). Toe-blur alias added 2026-05-25 (re-pointed from quantum set primitive per Red pt2 EQUIVALENCE ruling: Toe Blur = Quantum Mirage, 3 ADD). Alias display text uses space form (`toe blur`) per sibling convention (toe delay, toe butterfly)."
pixie-symposium-mirage,4,mirage,compound,,,Pixie Symposium Mirage (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: pixie(+1) + symposium(+1) + mirage(2) = 4 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
atomic-osis,4,osis,compound,,,Atomic Osis (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: atomic(+1 non-rotational) + osis(3) = 4 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
double-pickup,3,pickup,compound,,,Double Pickup (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: double(+1 productive prefix) + pickup(2) = 3 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
spinning-pickup,3,pickup,compound,,,Spinning Pickup (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: spinning(+1) + pickup(2) = 3 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
nuclear-whirl,5,whirl,compound,,,Nuclear Whirl (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: nuclear(+2 = paradox+1 + atomic+1) + whirl(3) = 5 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
quantum-whirl,4,whirl,compound,,,Quantum Whirl (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: quantum(+1) + whirl(3) = 4 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
symposium-reverse-whirl,4,rev-whirl,compound,,,Symposium Reverse Whirl (FB.org /newmoves).,expert_reviewed,1,"Wave Alpha Phase 1 promotion 2026-05-23. Curator-published formula: symposium(+1) + rev-whirl(3) = 4 ADD. Source: footbag.org /newmoves curator-archived (canonical-bracket form); cross-source confirmation across ≥ 4 independent corpora (canonical, FootbagMoves, footbag.org, Stanford shorthand)."
paradox-illusion,3,illusion,compound,,,"Paradox Illusion (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: paradox(+1) + illusion(2) = 3 ADD. Notation source: footbag.org /newmoves (fborg typo `[PDX[DEX]` fixed to `[PDX] [DEX]`). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
pixie-osis,4,osis,compound,,,"Pixie Osis (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: pixie(+1) + osis(3) = 4 ADD. Notation source: FootbagMoves (parens→brackets per dual-convention forever-rule). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
fairy-eggbeater,4,eggbeater,compound,,,"Fairy Eggbeater (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: fairy(+1) + eggbeater(3) = 4 ADD. Notation source: Stanford shorthand `Z+0.-0-0+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
pixie-eggbeater,4,eggbeater,compound,,,"Pixie Eggbeater (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: pixie(+1) + eggbeater(3) = 4 ADD. Notation source: Stanford shorthand `Z+1.-0-0+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
ducking-illusion,3,illusion,compound,,,"Ducking Illusion (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: ducking(+1) + illusion(2) = 3 ADD. Notation source: Stanford shorthand `Z^-0-Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
nuclear-illusion,4,illusion,compound,,,"Nuclear Illusion (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: nuclear(+2) + illusion(2) = 4 ADD. Notation source: Stanford shorthand `X+0.-0-Z` (STANFORD_TOKEN_DICT translation; nuclear inherits paradox+atomic set-modifier semantics). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
fairy-legover,3,legover,compound,,,"Fairy Legover (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: fairy(+1) + legover(2) = 3 ADD. Notation source: Stanford shorthand `Z+0.-0+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
ducking-legover,3,legover,compound,,,"Ducking Legover (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: ducking(+1) + legover(2) = 3 ADD. Notation source: Stanford shorthand `Z^-0+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
nuclear-legover,4,legover,compound,,,"Nuclear Legover (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: nuclear(+2) + legover(2) = 4 ADD. Notation source: Stanford shorthand `X+0.-0+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
pixie-legover,3,legover,compound,,,"Pixie Legover (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: pixie(+1) + legover(2) = 3 ADD. Notation source: Stanford shorthand `Z+1.-0+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
ducking-mirage,3,mirage,compound,,,"Ducking Mirage (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: ducking(+1) + mirage(2) = 3 ADD. Notation source: Stanford shorthand `Z^-1-Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
ducking-pickup,3,pickup,compound,,,"Ducking Pickup (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: ducking(+1) + pickup(2) = 3 ADD. Notation source: Stanford shorthand `Z^-1+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
fairy-pickup,3,pickup,compound,,,"Fairy Pickup (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: fairy(+1) + pickup(2) = 3 ADD. Notation source: Stanford shorthand `Z+0.-1+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
nuclear-pickup,4,pickup,compound,,,"Nuclear Pickup (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: nuclear(+2) + pickup(2) = 4 ADD. Notation source: Stanford shorthand `X+0.-1+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
pixie-pickup,3,pickup,compound,,,"Pixie Pickup (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: pixie(+1) + pickup(2) = 3 ADD. Notation source: Stanford shorthand `Z+1.-1+Z` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
pixie-whirl,4,whirl,compound,,,"Pixie Whirl (curator-paced symbolic translation, Wave Alpha Phase 2).",expert_reviewed,1,Wave Alpha Phase 2 promotion 2026-05-23. Curator-published formula: pixie(+1) + whirl(3) = 4 ADD. Notation source: Stanford shorthand `Z+1.-1-X` (STANFORD_TOKEN_DICT translation). Cross-source ADD agreement: spread=0 across independent corpora (notes per-slug below).
ducking-barfly,5,barfly,compound,,,"Ducking Barfly (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: ducking(+1) + barfly(4) = 5 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
fairy-clipper,3,clipper-stall,compound,,,"Fairy Clipper (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: fairy(+1) + clipper-stall(2) = 3 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
quantum-drifter,4,drifter,compound,,,"Quantum Drifter (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: quantum(+1) + drifter(3) = 4 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
atomic-eclipse,4,eclipse,compound,,,"Atomic Eclipse (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: atomic(+1 non-rotational) + eclipse(3) = 4 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
miraging-eclipse,4,eclipse,compound,,,"Miraging Eclipse (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: miraging(+1) + eclipse(3) = 4 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
pixie-eclipse,4,eclipse,compound,,,"Pixie Eclipse (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: pixie(+1) + eclipse(3) = 4 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
pixie-paradon,5,paradon,compound,,,"Pixie Paradon (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: pixie(+1) + paradon(4) = 5 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
paradox-ripwalk,5,ripwalk,compound,,,"Paradox Ripwalk (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: paradox(+1) + ripwalk(4) = 5 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
symposium-torque,5,torque,compound,,,"Symposium Torque (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: symposium(+1) + torque(4) = 5 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
stepping-ducking-mirage,4,mirage,compound,,,"Stepping Ducking Mirage (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: stepping(+1) + ducking(+1) + mirage(2) = 4 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
stepping-whirling-swirl,5,swirl,compound,,,"Stepping Whirling Swirl (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: stepping(+1) + whirling(+1) + swirl(3) = 5 ADD. Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
bubba,2,illusion,compound,,,"Bubba (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: bubba is the clipper-entry variant of illusion; 1 DEX + 1 DEL = 2 ADD (matches illusion's 2-ADD base; folk-name disambiguates entry surface). Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
butterfly-kick,3,butterfly,compound,,,"Butterfly Kick (curator-paced promotion, Wave Alpha Phase 4).",expert_reviewed,1,Wave Alpha Phase 4 (Wave Beta) promotion 2026-05-24. Curator-published formula: butterfly-kick is the kick variant of butterfly; [BOD] + [DEX] + [XBD] = 3 ADD (no DEL because kick not stall; per op-notation kick-vs-stall convention). Notation source: footbag.org /newmoves curator-archived (canonical-bracket form). Cross-source confirmation across multiple independent corpora; ADD-math verified ([TOKEN] count == official adds).
lotus,5,drifter,compound,,,Lotus (folk-named FM-corpus trick; FM technical: Spinning Pdx Drifter).,expert_reviewed,1,Wave Alpha Phase 5 promotion 2026-05-24. Folk-named FM-corpus trick; FM technical decomposition: Spinning Pdx Drifter. Curator-published formula: spinning(+1) + paradox(+1) + drifter(3) = 5 ADD. Notation source: FootbagMoves (parens→brackets per dual-convention forever-rule). ADD-math verified.
yoda,5,butterfly,compound,,,Yoda (folk-named FM-corpus trick; FM technical: Pixie Quantum Butterfly).,expert_reviewed,1,Wave Alpha Phase 5 promotion 2026-05-24. Folk-named FM-corpus trick; FM technical decomposition: Pixie Quantum Butterfly. Curator-published formula: pixie(+1) + quantum(+1) + butterfly(3) = 5 ADD. Notation source: FootbagMoves (parens→brackets per dual-convention forever-rule). ADD-math verified.
aeon-flux,5,osis,compound,,,Aeon Flux (folk-named FM-corpus trick; FM technical: Nuclear Osis).,expert_reviewed,1,Wave Alpha Phase 5 promotion 2026-05-24. Folk-named FM-corpus trick; FM technical decomposition: Nuclear Osis. Curator-published formula: nuclear(+2) + osis(3) = 5 ADD. Notation source: FootbagMoves (parens→brackets per dual-convention forever-rule). ADD-math verified.
